SMILES,pIC50,mol,num_atoms,logP,formula
Cc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.15,<rdkit.Chem.rdchem.Mol object at 0x7ff771de65e0>,20,0.83052,C15H22N4O
Cc1ccccc1Nc1ccncc1S(=O)(=O)NC(=O)NC1CCCCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6650>,27,3.454220000000002,C19H24N4O3S
Cc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de66c0>,28,2.5460200000000004,C21H20FN3O3
Cc1ccccc1-n1nnnc1N,0.28,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6730>,13,0.55292,C8H9N5
Cc1cnc(C(=O)OCCCn2ccc(=O)c(O)c2C)cn1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771de67a0>,22,1.2078399999999998,C15H17N3O4
Cc1coc2c1c(C)cc1oc(=O)cc(C)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6810>,17,3.4644600000000016,C14H12O3
Cc1nc([N+](=O)[O-])c(Cl)[nH]1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6880>,10,1.2797199999999995,C4H4ClN3O2
Cc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de68f0>,15,3.83342,C6H3Cl6N3
Cc1ncc([N+](=O)[O-])n1CCN=[N+]=N,0.22,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6960>,14,0.6500899999999998,C6H9N6O2+
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de69d0>,23,4.310410000000002,C18H16N4S
Cc1c(C)c2occc2c2oc(=O)ccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6a40>,16,3.1560400000000017,C13H10O3
Cc1c2ccoc2cc2oc(=O)ccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6ab0>,15,2.847620000000001,C12H8O3
Cc1c2occc2cc2ccc(=O)oc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6b20>,15,2.847620000000001,C12H8O3
Cc1cc(=O)oc2c(C)c3occc3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6b90>,16,3.1560400000000017,C13H10O3
Cc1cc(C)cc(Cc2c[nH]cn2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6c00>,14,2.6173400000000004,C12H14N2
Cc1cc(C)cc(OCC2CN=C(N)O2)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6c70>,16,1.39574,C12H16N2O2
Cc1c(C)c2cc(C)c3occc3c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6ce0>,17,3.4644600000000025,C14H12O3
Cc1cc2ccc(=O)oc2c2ccoc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6d50>,15,2.847620000000001,C12H8O3
Cc1cc2oc(=O)cc(C)c2c2occc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6dc0>,16,3.1560400000000017,C13H10O3
Cc1ccc(C)c(Cc2cnc[nH]2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6e30>,14,2.6173400000000004,C12H14N2
Cc1ccc(C)c(OCC2CN=C(N)O2)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6ea0>,16,1.39574,C12H16N2O2
Cc1ccc(CO)c(C=NNC(=O)c2ccc(N)cc2)c1O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6f10>,22,1.5390199999999998,C16H17N3O3
Cc1ccc(CO)c(C=NNC(=O)c2ccc(O)cc2)c1O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6f80>,22,1.6624199999999996,C16H16N2O4
Cc1ccc(CO)c(C=NNC(=O)c2ccc(C(C)(C)C)cc2)c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de6ff0>,25,3.254320000000002,C20H24N2O3
Cc1ccc(CO)c(C=NNC(=O)c2ccc([N+](=O)[O-])cc2)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7060>,24,1.86502,C16H15N3O5
Cc1ccc(CO)c(C=NNC(=O)c2cccc(Br)c2)c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de70d0>,22,2.719320000000001,C16H15BrN2O3
Cc1ccc(CO)c(C=NNC(=O)c2cccc(Cl)c2)c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7140>,22,2.6102200000000013,C16H15ClN2O3
Cc1ccc(CO)c(C=NNC(=O)c2cccc(F)c2)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de71b0>,22,2.09592,C16H15FN2O3
Cc1ccc(CO)c(C=NNC(=O)c2ccccc2)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7220>,21,1.95682,C16H16N2O3
Cc1ccc(CO)c(C=NNC(=O)c2ccco2)c1O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7290>,20,1.5498199999999998,C14H14N2O4
Cc1ccc(CO)c(C=NNC(=O)c2cccs2)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7300>,20,2.01832,C14H14N2O3S
Cc1ccc(CO)c(C=NNC(=O)c2ccncc2)c1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7370>,21,1.3518199999999998,C15H15N3O3
Cc1ccc(Cc2c[nH]cn2)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de73e0>,14,2.6173400000000013,C12H14N2
Cc1ccc(Cc2c[nH]cn2)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7450>,14,2.6173400000000013,C12H14N2
Cc1ccc(Cl)c(Cc2ccc(Cl)cc2Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de74c0>,17,5.546020000000002,C14H11Cl3
Cc1ccc(OC(=O)CNC(=O)c2ccccc2)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7530>,21,2.638840000000001,C17H17NO3
Cc1ccc(OCC2CN=C(N)O2)c(C)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de75a0>,16,1.39574,C12H16N2O2
Cc1ccc(OCC2CN=C(N)O2)cc1C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7610>,16,1.39574,C12H16N2O2
Cc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,0.1,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7680>,18,0.9954199999999996,C11H12N2O5
Cc1cccc(Cc2c[nH]cn2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de76f0>,13,2.3089200000000005,C11H12N2
Cc1cccc(OCC2CN=C(N)O2)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7760>,15,1.0873199999999998,C11H14N2O2
Cc1cccc(OCC2CN=C(N)O2)c1C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de77d0>,16,1.39574,C12H16N2O2
Cc1c[nH]c(Cc2ccc(OCC(O)CNC(C)(C)C)cc2)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7840>,23,2.43672,C18H27N3O2
Cc1c(C)c2cc3c(C)coc3c(C)c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de78b0>,18,3.7728800000000033,C15H14O3
Cc1coc2c(C)c3oc(=O)cc(C)c3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7920>,17,3.4644600000000016,C14H12O3
Cc1c2oc(=O)ccc2c(C)c2c(C)coc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7990>,17,3.4644600000000025,C14H12O3
Cc1coc2c(C)c3oc(=O)ccc3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7a00>,16,3.1560400000000017,C13H10O3
Cc1cc2ccc(=O)oc2c2c(C)coc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7a70>,16,3.1560400000000017,C13H10O3
Cc1coc2cc3oc(=O)cc(C)c3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7ae0>,16,3.1560400000000017,C13H10O3
Cc1coc2cc3oc(=O)ccc3c(C)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7b50>,16,3.1560400000000017,C13H10O3
Cc1coc2cc3oc(=O)ccc3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7bc0>,15,2.847620000000001,C12H8O3
Cc1c(C)c2ccc3occ(C)c3c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7c30>,17,3.4644600000000025,C14H12O3
Cc1c(C)c2cc3c(C)coc3nc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7ca0>,17,2.859460000000001,C13H11NO3
Cc1coc2nc3oc(=O)cc(C)c3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7d10>,16,2.5510400000000004,C12H9NO3
Cc1coc2nc3oc(=O)ccc3c(C)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7d80>,16,2.5510400000000004,C12H9NO3
Cc1nc2ccccc2c(=O)n1CC(=O)N1CCCCC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7df0>,21,1.71742,C16H19N3O2
Cc1nc2ccccc2c(=O)n1CC(=O)N1CCOCC1,0.27,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7e60>,21,0.56372,C15H17N3O3
Cc1nc2ccccc2c(=O)n1CC(=O)NCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7ed0>,23,2.02132,C18H17N3O2
Cc1nc2ccccc2c(=O)n1CC(=O)NCc1ccco1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771de7f40>,22,1.61432,C16H15N3O3
Cc1nc2ccccc2c(=O)n1CC(=O)NNc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8040>,23,1.84822,C17H16N4O2
Cc1nc2ccccc2c(=O)n1CC(=O)O,0.16,<rdkit.Chem.rdchem.Mol object at 0x7ff771de80b0>,16,0.78952,C11H10N2O3
Cc1nc2ccccc2c(=O)n1CCC(=O)O,0.07,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8120>,17,1.17962,C12H12N2O3
Cc1nccc2c3ccccc3n(C)c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8190>,15,3.0349200000000014,C13H12N2
Cc1c(C)c2cc3ccoc3c(C)c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8200>,17,3.4644600000000025,C14H12O3
Cc1c(C)c2cc3ccoc3cc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8270>,16,3.1560400000000017,C13H10O3
Cc1c(C)c2ccc3occc3c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de82e0>,16,3.1560400000000017,C13H10O3
Cc1cc2c(cc(C)c3ccc(=O)oc32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8350>,16,3.1560400000000017,C13H10O3
Cc1cc2c(ccc3c(C)c(C)c(=O)n(C)c32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de83c0>,18,3.209960000000001,C15H15NO2
Cc1cc2c(ccc3c(C)c(C)c(=O)oc32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8430>,17,3.4644600000000025,C14H12O3
Cc1cc2c(ccc3c(C)cc(=O)n(C)c32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de84a0>,17,2.9015400000000016,C14H13NO2
Cc1cc2c(ccc3c(C)cc(=O)oc32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8510>,16,3.1560400000000017,C13H10O3
Cc1cc2c(ccc3cc(C)c(=O)oc32)o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8580>,16,3.1560400000000017,C13H10O3
Cc1cc2c(nn1)-c1ccccc1C2=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de85f0>,15,1.99642,C12H8N2O
Cc1cc2c(C)c3ccc(=O)oc3cc2o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8660>,16,3.1560400000000017,C13H10O3
Cc1cc2c(C)cc3oc(=O)cc(C)c3c2o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de86d0>,17,3.4644600000000025,C14H12O3
Cc1cc2cc3c(C)cc(=O)oc3cc2o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8740>,16,3.1560400000000017,C13H10O3
Cc1cc2cc3ccc(=O)oc3c(C)c2o1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de87b0>,16,3.1560400000000017,C13H10O3
Cc1cc2ccc3occ(C)c3c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8820>,16,3.1560400000000017,C13H10O3
Cc1cc2ccc3occc3c2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8890>,15,2.847620000000002,C12H8O3
Cc1ccc(CNc2ncnc3nc[nH]c23)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8900>,18,2.27342,C13H13N5
Cc1cccc(CNc2[nH]cnc3ncnc2-3)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8970>,18,2.22502,C13H13N5
Cc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de89e0>,28,2.34094,C18H19N2O7P
Cc1nc2c3c(c(C(=O)N4CC(O)C4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8a50>,28,2.834140000000001,C22H23N3O3
Cc1nc2c3c(c(C(=O)N4CCC4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8ac0>,27,3.863340000000002,C22H23N3O2
Cc1nc2c3c(c(C(=O)N4CCCC4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8b30>,28,4.253440000000004,C23H25N3O2
Cc1nc2c3c(c(C(=O)NC4CC4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8ba0>,27,3.909640000000003,C22H23N3O2
Cc1nc2c3c(c(C(=O)NC4CCC4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8c10>,28,4.2997400000000034,C23H25N3O2
Cc1nc2c3c(c(C(=O)Nc4ccccc4)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8c80>,30,5.269740000000005,C25H23N3O2
Cc1nc2c3c(c(C(N)=O)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8cf0>,24,3.116340000000002,C19H19N3O2
Cc1nc2c3c(c(C(=O)O)cn2c1C)CCC(c1ccccc1)O3,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8d60>,24,3.7156400000000014,C19H18N2O3
Cc1oc2c(C)cc3c(C)cc(=O)[nH]c3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8dd0>,18,3.5079800000000017,C15H15NO2
Cc1oc2c(C)cc3ccc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8e40>,17,3.4644600000000025,C14H12O3
Cc1oc2cc(C)c3ccc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8eb0>,17,3.4644600000000025,C14H12O3
Cc1oc2cc3oc(=O)cc(C)c3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8f20>,17,3.4644600000000025,C14H12O3
Cc1oc2cc3oc(=O)ccc3c(C)c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de8f90>,17,3.4644600000000025,C14H12O3
Cc1oc2cc3oc(=O)ccc3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9000>,16,3.1560400000000017,C13H10O3
Cc1oc2ccc3c(C)cc(=O)[nH]c3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9070>,17,3.199560000000001,C14H13NO2
Cc1oc2ccc3c(C)cc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de90e0>,17,3.4644600000000025,C14H12O3
Cc1oc2ccc3ccc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9150>,16,3.1560400000000017,C13H10O3
Cc1oc2nc3oc(=O)c(C)c(C)c3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de91c0>,18,3.167880000000002,C14H13NO3
Cc1oc2nc3oc(=O)cc(C)c3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9230>,17,2.859460000000001,C13H11NO3
Cc1oc2nc3oc(=O)ccc3c(C)c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de92a0>,17,2.859460000000001,C13H11NO3
Cc1oc2nc3oc(=O)ccc3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9310>,16,2.5510400000000004,C12H9NO3
Cc1sc2c(C)cc3c(C)cc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9380>,18,4.241380000000003,C15H14O2S
Cc1sc2cc3oc(=O)cc(C)c3cc2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de93f0>,17,3.932960000000002,C14H12O2S
Cc1sc2ccc3c(C)cc(=O)oc3c2c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9460>,17,3.932960000000003,C14H12O2S
Cc1cc(C)c2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de94d0>,29,2.6493600000000006,C19H21N2O7P
Cc1ccc2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9540>,28,2.340939999999999,C18H19N2O7P
Cc1cn(C2C=CC(COP3(=O)OCc4cc(Cl)ccc4O3)O2)c(=O)[nH]c1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de95b0>,28,2.6859200000000003,C17H16ClN2O7P
Cc1cn(C2C=CC(COP3(=O)OCc4cc([N+](=O)[O-])ccc4O3)O2)c(=O)[nH]c1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9620>,30,1.94072,C17H16N3O9P
Cc1cn(C2C=CC(COP3(=O)OCc4ccccc4O3)O2)c(=O)[nH]c1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9690>,27,2.0325199999999994,C17H17N2O7P
C#CCCCCl,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9700>,6,1.6386,C5H7Cl
C=CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9770>,14,3.508000000000002,C10H9Cl2NO
Clc1ccc(C2(Cn3cncn3)OCC3(CCC4OC4C3)CO2)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de97e0>,26,3.422400000000001,C18H19Cl2N3O3
O=c1cc(-c2ccc(Cl)cc2Cl)oc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9850>,19,4.766800000000002,C15H8Cl2O2
O=C1C=C(c2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de98c0>,21,3.9502000000000015,C16H9Cl2NO2
O=C1C=C(N2CCCC2)CN1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9930>,18,2.666300000000001,C14H15ClN2O
O=C1C=C(N2CCCCC2)CN1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de99a0>,19,3.056400000000002,C15H17ClN2O
O=C1C=C(N2CCCCCC2)CN1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9a10>,20,3.446500000000002,C16H19ClN2O
O=C1C=C(N2CCOCC2)CN1c1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9a80>,19,1.9027,C14H15ClN2O2
O=C1N=C(N2CCCC2)CN1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9af0>,18,2.774300000000001,C13H14ClN3O
O=C1N=C(N2CCCCC2)CN1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9b60>,19,3.164400000000001,C14H16ClN3O
Clc1ccc(N2CCN(CCn3nnc4ccccc43)CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9bd0>,24,2.906900000000001,C18H20ClN5
Clc1ccc(N2CCN(CCn3nc4ccccc4n3)CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9c40>,24,2.906900000000001,C18H20ClN5
O=C1C=C(N2CCCC2)C(=O)N1c1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9cb0>,19,2.1929,C14H13ClN2O2
O=C1C=C(N2CCCCC2)C(=O)N1c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9d20>,20,2.583000000000001,C15H15ClN2O2
O=C1C=C(N2CCOCC2)C(=O)N1c1ccc(Cl)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9d90>,20,1.4292999999999998,C14H13ClN2O3
Clc1ccc(N2CCN(CCCOn3nnc4ccccc43)CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9e00>,26,2.725600000000001,C19H22ClN5O
N#Cc1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9e70>,20,3.0433800000000018,C15H14ClN3O
C=CCNC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9ee0>,24,3.087500000000001,C18H20ClN3O2
Clc1ccc(-c2c[nH]cc2N2CCOCC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9f50>,18,3.1717000000000013,C14H15ClN2O
Clc1ccc(-c2cnn(-c3ccccn3)c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771de9fc0>,18,3.5877000000000017,C14H10ClN3
Clc1ccc(-c2noc(N3CCOCC3)n2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea030>,18,2.2266000000000004,C12H12ClN3O2
O=c1cc(-c2ccc(Cl)cc2)oc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea0a0>,18,4.113400000000002,C15H9ClO2
O=c1cc(-c2ccccc2)[nH]n1-c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea110>,19,3.486000000000001,C15H11ClN2O
O=c1cc(-c2ccccc2)on1-c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea180>,19,3.7509000000000015,C15H10ClNO2
O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea1f0>,19,3.610400000000001,C10H5Cl2N3O3S
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea260>,15,2.6468000000000007,C10H7Cl2NO2
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea2d0>,20,2.664100000000001,C13H13Cl2N3O2
O=C1N=C(N2CCOCC2)CN1Cc1c(Cl)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea340>,21,2.659700000000001,C14H15Cl2N3O2
O=C1CCC(=O)N1c1c(Cl)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea3b0>,15,2.6468000000000007,C10H7Cl2NO2
O=c1cc(-c2c(Cl)cccc2Cl)oc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea420>,19,4.766800000000002,C15H8Cl2O2
Clc1cccc(N2CCN(CCn3nnc4ccccc43)CC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea490>,24,2.906900000000001,C18H20ClN5
Clc1cccc(N2CCN(CCn3nc4ccccc4n3)CC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea500>,24,2.906900000000001,C18H20ClN5
Clc1cccc(N2CCN(CCCOn3nnc4ccccc43)CC2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea570>,26,2.725600000000001,C19H22ClN5O
O=c1cc(-c2cccc(Cl)c2)oc2ccc(Cl)cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea5e0>,19,4.766800000000002,C15H8Cl2O2
O=c1cc(-c2cccc(Cl)c2)oc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea650>,18,4.113400000000002,C15H9ClO2
O=C1N=C(N2CCOCC2)CN1Cc1ccccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea6c0>,20,2.0062999999999995,C14H16ClN3O2
Clc1ccccc1CNc1ncnc2nc[nH]c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea730>,18,2.6183999999999985,C12H10ClN5
Clc1ccccc1N1CCN(CCn2nnc3ccccc32)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea7a0>,24,2.906900000000001,C18H20ClN5
Clc1ccccc1N1CCN(CCn2nc3ccccc3n2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea810>,24,2.906900000000001,C18H20ClN5
Clc1ccccc1N1CCN(CCCOn2nnc3ccccc32)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea880>,26,2.7256,C19H22ClN5O
O=c1cc(-c2ccccc2Cl)oc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea8f0>,18,4.113400000000002,C15H9ClO2
N#CN=C1NCCN1Cc1cnccc1Cl,0.11,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea960>,16,0.9772799999999996,C10H10ClN5
Clc1c2ccccc2cc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771dea9d0>,15,4.6464000000000025,C14H9Cl
O=c1cc(-c2ccccc2)oc2c(Cl)cc(Cl)cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771deaa40>,19,4.766800000000002,C15H8Cl2O2
